Utility Number,Utility Name,State,country,Division_type,Division_id
57067,"ENGIE Retail, LLC",TX,US,NERC_REGION,
57074,"Stream Energy New Jersey, LLC",NJ,US,NERC_REGION,
57132,"US Retailers, LLC",TX,US,NERC_REGION,
57185,"Palmco Power MD, LLC",NY,US,NERC_REGION,
57298,TAQA Gen X LLC,NY,US,NERC_REGION,RFC
57307,"Plymouth Rock Energy, LLC",NY,US,NERC_REGION,
57350,Summer Energy LLC,TX,US,NERC_REGION,
57394,Value Based Brands LLC,TX,US,NERC_REGION,
57428,Source Power & Gas LLC,TX,US,NERC_REGION,
57459,"Wolverine Alternative Investments, LLC",IL,US,NERC_REGION,
57467,"Palmco Power OH, LLC",NY,US,NERC_REGION,
57483,Liberty Utilities,CA,US,NERC_REGION,WECC
57486,"XOOM Energy Texas, LLC",NC,US,NERC_REGION,
57487,"XOOM Energy Connecticut, LLC",NC,US,NERC_REGION,
57488,"XOOM Energy Illinois, LLC",NC,US,NERC_REGION,
57489,"XOOM Energy Massachusetts, LLC",NC,US,NERC_REGION,
57490,"XOOM Energy Maryland, LLC",NC,US,NERC_REGION,
57491,"XOOM Energy New Jersey, LLC",NC,US,NERC_REGION,
58085,"Electricity Maine, LLC",ME,US,NERC_REGION,
58086,"Electricity NH, LLC d/b/a ENH Power, LLC",ME,US,NERC_REGION,
58116,"Public Power & Utility of Maryland, LLC",CT,US,NERC_REGION,
58118,Public Power LLC (PA),CT,US,NERC_REGION,
58119,Public Power LLC (CT),CT,US,NERC_REGION,
58123,Aha Macav Power Service,AZ,US,NERC_REGION,
58124,City of Winter Park - (FL),FL,US,NERC_REGION,FRCC
58126,Pittsburg Power Company,CA,US,NERC_REGION,
58139,Town of Pickstown - (SD),SD,US,NERC_REGION,
58142,Cincinnati Bell Energy LLC,CT,US,NERC_REGION,
58158,FairPoint Energy LLC,CT,US,NERC_REGION,
58160,Viridian Energy NY LLC,CT,US,NERC_REGION,
58161,Viridian Energy LLC,CT,US,NERC_REGION,
58162,Viridian Energy PA LLC,CT,US,NERC_REGION,
58181,"Stream Energy New York, LLC",NY,US,NERC_REGION,
58196,"C. N. Brown Electricity, LLC",ME,US,NERC_REGION,
58230,MJMEUC,MO,US,NERC_REGION,SPP
58248,"EnergyMark, LLC",NY,US,NERC_REGION,
58263,V247 Power Corporation,TX,US,NERC_REGION,
58314,"Palmco Power IL, LLC",NY,US,NERC_REGION,
58339,"XOOM Energy Pennsylvania, LLC",NC,US,NERC_REGION,
58364,New Brunswick Power Generation Corp.,CN,US,NERC_REGION,
58367,"XOOM Energy New York, LLC",NC,US,NERC_REGION,
58457,"EDF Industrial Power Services (CA), LLC",TX,US,NERC_REGION,
58458,Silver State Energy Association,NV,US,NERC_REGION,
58476,"Stream Energy Columbia, LLC",DC,US,NERC_REGION,
58630,"XOOM Energy Maine, LLC",NC,US,NERC_REGION,
58631,"XOOM Energy Rhode Island, LLC",NC,US,NERC_REGION,
58632,"XOOM Energy Delaware, LLC",NC,US,NERC_REGION,
58633,"XOOM Energy New Hampshire, LLC",NC,US,NERC_REGION,
58663,Respond Power LLC,NY,US,NERC_REGION,
58667,"North American Power and Gas, LLC",CT,US,NERC_REGION,
58683,Everyday Energy LLC,CT,US,NERC_REGION,
58747,"Provider Power MASS, LLC",ME,US,NERC_REGION,
58799,"Mega Energy of New England, LLC",TX,US,NERC_REGION,
58805,Pro Power Providers,TX,US,NERC_REGION,
58851,City of Cerritos - (CA),CA,US,NERC_REGION,
58853,Kiwi Energy NY LLC,NY,US,NERC_REGION,
58951,"CleanChoice Energy, Inc.",DC,US,NERC_REGION,
58952,Tomorow Energy Corp.,NV,US,NERC_REGION,WECC
58953,"Star Energy Partners, LLC",OH,US,NERC_REGION,
58956,"SmartEnergy Holdings, LLC",NY,US,NERC_REGION,
58957,"Interstate Gas Supply, Inc.",OH,US,NERC_REGION,
58963,Brooklet Energy Distribution,TX,US,NERC_REGION,
58965,Energy.Me Midwest LLC,NY,US,NERC_REGION,SERC
58966,Marathon Power LLC,NY,US,NERC_REGION,
58967,"SBR Energy, LLC",CT,US,NERC_REGION,
58972,"Realgy, LLC",CT,US,NERC_REGION,
58973,"Discount Energy Group, LLC",AZ,US,NERC_REGION,
58978,"Harborside Energy, LLC",NY,US,NERC_REGION,
59012,"Mega Energy of New Hampshire, LLC",TX,US,NERC_REGION,
59013,PUD No 1 of Jefferson County,WA,US,NERC_REGION,
59052,Astral Energy LLC,NJ,US,NERC_REGION,
59053,"Abest Power & Gas, LLC",NY,US,NERC_REGION,
59054,"Eligo Energy, LLC",IL,US,NERC_REGION,
59055,"Choice Energy, LLC d/b/a 4 Choice Energy",IA,US,NERC_REGION,
59057,"Mega Energy of Maine, LLC",TX,US,NERC_REGION,
59059,Town Square Energy,AZ,US,NERC_REGION,
59062,"Horizon Power and Light, LLC",TX,US,NERC_REGION,
59064,"Great American Power, LLC",GA,US,NERC_REGION,
59065,Titan Gas LLC,TX,US,NERC_REGION,ERCOT
59082,"Family Energy, Inc. New York",CN,US,NERC_REGION,
59086,"Constellation Solar Holding, LLC",MD,US,NERC_REGION,
59088,"Nordic Energy Services, LLC",IL,US,NERC_REGION,
59126,Sonoma Clean Power Authority,CA,US,NERC_REGION,
59127,"Sunwave Gas & Power Connecticut, Inc.",MA,US,NERC_REGION,
59128,MPower Energy LLC,NY,US,NERC_REGION,NPCC
59139,SunEdison LLC,CA,US,NERC_REGION,
59310,"Inspire Energy Holdings, LLC",CA,US,NERC_REGION,
59311,"XOOM Energy Ohio, LLC",NC,US,NERC_REGION,
59312,"XOOM Energy Washington DC, LLC",NC,US,NERC_REGION,
59314,Infuse Energy LLC,TX,US,NERC_REGION,
59361,Lykins Energy Solutions,OH,US,NERC_REGION,
59385,"Dynegy Energy Services, LLC",TX,US,NERC_REGION,
59410,"Shipley Choice, LLC",PA,US,NERC_REGION,RF
59411,Power Express,TX,US,NERC_REGION,
59472,Agera Energy LLC,NY,US,NERC_REGION,
59505,Heartland REMC,IN,US,NERC_REGION,
59507,"Lonestar Generation, LLC",TX,US,NERC_REGION,
59557,RGS Energy,CO,US,NERC_REGION,
59566,Axon Power & Gas LLC,TX,US,NERC_REGION,
59580,"SunPower Capital, LLC",TX,US,NERC_REGION,
59619,"EDF Energy Services, LLC",TX,US,NERC_REGION,
59620,Verde Energy USA,CT,US,NERC_REGION,
59624,"Vivint Solar, Inc.",UT,US,NERC_REGION,
59625,Lancaster Choice Energy,CA,US,NERC_REGION,
59647,Sunrun Inc.,CA,US,NERC_REGION,
59676,"Collegiate Clean Energy, LLC",VA,US,NERC_REGION,
59679,Aggregated Transit Energy,MA,US,NERC_REGION,
59763,"Consolidated Power Co., LLC",NY,US,NERC_REGION,
59793,"First Point Power, LLC",RI,US,NERC_REGION,
59794,"Starion Energy, Inc.",CT,US,NERC_REGION,
59795,"Starion Energy PA, Inc.",CT,US,NERC_REGION,
59796,"Starion Energy NY, Inc.",CT,US,NERC_REGION,
59797,Park Power LLC,PA,US,NERC_REGION,
59798,Volt Electricity Provider LP,TX,US,NERC_REGION,ERCOT
59799,American Power & Gas,FL,US,NERC_REGION,FRCC
59800,Capital Energy LLC,OH,US,NERC_REGION,
59801,CEI,PA,US,NERC_REGION,
59807,"Rushmore Energy, LLC",TX,US,NERC_REGION,
59809,"Residents Energy, LLC",NJ,US,NERC_REGION,
59810,Greenlight Energy Inc.,NY,US,NERC_REGION,NPCC
59811,Santanna Energy Services,TX,US,NERC_REGION,
59812,New Wave Energy Corporation,NY,US,NERC_REGION,
59815,"HIKO Energy, LLC",NY,US,NERC_REGION,
59816,"Supreme Energy, Inc.",NJ,US,NERC_REGION,
59818,Algonquin Energy Services,CN,US,NERC_REGION,
59820,"Mansfield Power and Gas, LLC",GA,US,NERC_REGION,
59829,Hampshire COG d/b/a Hampshire Power,MA,US,NERC_REGION,
59830,Aequitas Energy Inc,NY,US,NERC_REGION,
59832,Great Eastern Energy,NY,US,NERC_REGION,NPCC
59846,Western Reserve Energy Services LLC,OH,US,NERC_REGION,
59847,Sustainable Star LLC,VA,US,NERC_REGION,
59848,"ResCom Energy, LLC",IL,US,NERC_REGION,
59931,"MidAmerican Energy Services, LLC",IA,US,NERC_REGION,
59932,Switch Energy,CT,US,NERC_REGION,NPCC
59933,"Texpo Power, L.P.",TX,US,NERC_REGION,
59943,Spruce Finance,CA,US,NERC_REGION,
59958,"Mega Energy of Illinois, LLC",TX,US,NERC_REGION,
59972,The Regents of the Univ. of California,CA,US,NERC_REGION,
59993,Discount Power Inc - (CT),CT,US,NERC_REGION,
60025,Greenbacker Renewable Energy Corporation,NY,US,NERC_REGION,
60041,Planet Energy,CN,US,NERC_REGION,
60053,"East Coast Power & Gas, LLC",NY,US,NERC_REGION,
60065,Cross Texas Transmission,TX,US,NERC_REGION,
60066,Wind Energy Transmission Texas LLC,TX,US,NERC_REGION,
60080,Pleasant Hill Community Line,IA,US,NERC_REGION,
60084,OE Holdings,MD,US,NERC_REGION,
60101,"Nittany Energy, LLC",PA,US,NERC_REGION,
60124,Spring Energy RRH LLC dba Spring Power &,NY,US,NERC_REGION,
60181,CleanPowerSF,CA,US,NERC_REGION,
60202,Electranet Power LLC,TX,US,NERC_REGION,
60218,MPower Energy NJ LLC,NY,US,NERC_REGION,
60402,Peninsula Clean Energy Authority,CA,US,NERC_REGION,
60482,CKenergy Electric Cooperative,OK,US,NERC_REGION,
60502,Port of Stockton - (CA),CA,US,NERC_REGION,
60583,Atlantic Energy LLC,NY,US,NERC_REGION,
60631,Upper Michigan Energy Resources Corp.,WI,US,NERC_REGION,
60715,Port of Oakland,CA,US,NERC_REGION,
60744,ITC Interconnection LLC,MI,US,NERC_REGION,
60758,Apple Valley Choice Energy,CA,US,NERC_REGION,
60759,Silicon Valley Clean Energy Authority,CA,US,NERC_REGION,
60770,Southeast Alaska Power Agency,AK,US,NERC_REGION,
60839,Southern Pioneer Electric Company,KS,US,NERC_REGION,
60868,Redwood Coast Energy Authority,CA,US,NERC_REGION,
60870,PSEG Energy Solutions LLC,NJ,US,NERC_REGION,
60913,Dynegy Marketing and Trade LLC,TX,US,NERC_REGION,
60914,Current Power & Gas Inc.,AZ,US,NERC_REGION,
60915,Griddy Energy LLC,CA,US,NERC_REGION,
61059,"Renaissance Power & Gas, Inc.",NV,US,NERC_REGION,
61083,Pico Rivera Innovative Municipal Energy,CA,US,NERC_REGION,
61092,"Stream Energy Illinois, LLC",TX,US,NERC_REGION,
61098,Longroad Energy,CA,US,NERC_REGION,
61131,Freepoint Energy Solutions LLC,CT,US,NERC_REGION,ERCOT
61200,"Summer Energy Northeast, LLC",TX,US,NERC_REGION,
61201,"Stream Energy Delaware, LLC",TX,US,NERC_REGION,
61205,Volterra Energy,TX,US,NERC_REGION,
61206,Total Gas & Power North America Inc,TX,US,NERC_REGION,
61264,Heritage Power LLC,TX,US,NERC_REGION,
61265,Pogo Energy LLC,TX,US,NERC_REGION,
61300,Members 1st Power Cooperative,WY,US,NERC_REGION,
61311,Conservice Energy,TX,US,NERC_REGION,
61367,South Bay Energy Corp.,NY,US,NERC_REGION,
61378,Censtar Energy Corporation,TX,US,NERC_REGION,
61424,Tidal Energy Marketing Inc.,CN,US,NERC_REGION,WECC
61431,Pioneer Community Energy,CA,US,NERC_REGION,
61432,Monterey Bay Community Power,CA,US,NERC_REGION,
61433,San Jacinto Power,CA,US,NERC_REGION,
61439,Windrose Power & Gas LLC,TX,US,NERC_REGION,
61460,Drift,WA,US,NERC_REGION,
61471,Rancho Mirage Energy Authority,CA,US,NERC_REGION,
61475,East Bay Community Energy,CA,US,NERC_REGION,
61479,"Stream Ohio Gas & Electric, LLC",TX,US,NERC_REGION,
61503,City of Solana Beach,CA,US,NERC_REGION,
61522,"Mega Energy of Ohio, LLC",TX,US,NERC_REGION,
61526,Clean Power Alliance of Southern Califor,CA,US,NERC_REGION,
61570,King City Community Power,CA,US,NERC_REGION,
61769,GridPlus Texas Inc,TX,US,NERC_REGION,
61855,"Pulse Power, LLC",TX,US,NERC_REGION,
61920,"All American Power and Gas, LLC",FL,US,NERC_REGION,
61921,"Flanders Energy, LLC",NY,US,NERC_REGION,
62107,City of Industry,CA,US,NERC_REGION,
62148,Powervine Energy,CT,US,NERC_REGION,
62156,"Power UP Energy, LLC",NJ,US,NERC_REGION,
62722,ATG Clean Energy Holdings Inc.,TX,US,NERC_REGION,
62776,NorthPoint Energy,CN,US,NERC_REGION,
62779,Lathrop Irrigation District,CA,US,NERC_REGION,
62790,"Summer Energy Midwest, LLC",TX,US,NERC_REGION,
62862,Chariot Energy,TX,US,NERC_REGION,
63007,First Choice Energy LLC,NY,US,NERC_REGION,
63008,Agressive Energy LLC,NY,US,NERC_REGION,
63027,Josco Energy Corp-  NY,NJ,US,NERC_REGION,
63028,Josco Energy USA LLC,NJ,US,NERC_REGION,
63029,Josco Energy IL LLC,NJ,US,NERC_REGION,
63112,Bulb US LLC,TX,US,NERC_REGION,
63123,"Iberdrola Solutions, LLC",TX,US,NERC_REGION,
63168,Median Energy Corp.,NJ,US,NERC_REGION,
63169,Median Energy PA LLC,NJ,US,NERC_REGION,
63232,"National Gas & Electric, LLC",TX,US,NERC_REGION,
63364,"Mirabito Power & Gas, LLC",NY,US,NERC_REGION,
63367,Commercial Energy of California,CA,US,NERC_REGION,
88888,Withheld,TX,US,NERC_REGION,TRE
15497,Puerto Rico Electric Pwr Authority,PR,US,NERC_REGION,PR
19879,Virgin Islands Water & Power Authority,VI,US,NERC_REGION,VI
40429,American Samoa Power Authority,AS,US,NERC_REGION,AS
57105,Commonwealth Utility Corporation,MP,US,NERC_REGION,MP
