Utility Number,Utility Name,State,country,Division_type,Division_id
34,City of Abbeville - (SC),SC,US,NERC_REGION,SERC
59,City of Abbeville - (LA),LA,US,NERC_REGION,SERC
84,A & N Electric Coop,VA,US,NERC_REGION,RFC
87,City of Ada - (MN),MN,US,NERC_REGION,MRO
97,Adams Electric Coop,IL,US,NERC_REGION,SERC
113,"Agway Energy Services, LLC",NY,US,NERC_REGION,NPCC
118,"Adams Rural Electric Coop, Inc",OH,US,NERC_REGION,RFC
122,Village of Arcade - (NY),NY,US,NERC_REGION,NPCC
149,City of Afton- (IA),IA,US,NERC_REGION,MRO
150,Adrian Public Utilities Comm,MN,US,NERC_REGION,MRO
155,Agralite Electric Coop,MN,US,NERC_REGION,MRO
157,Town of Advance - (IN),IN,US,NERC_REGION,RFC
162,Aiken Electric Coop Inc,SC,US,NERC_REGION,SERC
176,Ajo Improvement Co,AZ,US,NERC_REGION,WECC
182,City of Akron - (IA),IA,US,NERC_REGION,MRO
183,Village of Akron - (NY),NY,US,NERC_REGION,NPCC
191,Alamo Power District No 3,NV,US,NERC_REGION,WECC
192,Akiachak Native Community Electric,AK,US,NERC_REGION,AK
195,Alabama Power Co,AL,US,NERC_REGION,SERC
198,City of Alton,IA,US,NERC_REGION,MRO
201,City of Alachua - (FL),FL,US,NERC_REGION,FRCC
202,Town of Black Creek - (NC),NC,US,NERC_REGION,SERC
213,Alaska Electric Light&Power Co,AK,US,NERC_REGION,AK
219,Alaska Power and Telephone Co,WA,US,NERC_REGION,AK
221,"Alaska Village Elec Coop, Inc",AK,US,NERC_REGION,AK
229,City of Albany - (IL),IL,US,NERC_REGION,RFC
230,Albany Utility Board,GA,US,NERC_REGION,SERC
232,City of Albemarle - (NC),NC,US,NERC_REGION,SERC
240,Albemarle Electric Member Corp,NC,US,NERC_REGION,SERC
241,Albertville Municipal Utilities Board,AL,US,NERC_REGION,SERC
244,City of Albion - (ID),ID,US,NERC_REGION,WECC
261,AGC Division of APG Inc,PA,US,NERC_REGION,RFC
282,Village of Arcadia - (OH),OH,US,NERC_REGION,RFC
289,City of Alexander City,AL,US,NERC_REGION,SERC
295,City of Alexandria - (MN),MN,US,NERC_REGION,MRO
296,"Alfalfa Electric Coop, Inc",OK,US,NERC_REGION,SPP
298,City of Alexandria - (LA),LA,US,NERC_REGION,SERC
305,Alger-Delta Coop Electric Assn,MI,US,NERC_REGION,MISO
307,Algoma Utility Comm,WI,US,NERC_REGION,MISO
308,City of Acworth - (GA),GA,US,NERC_REGION,SERC
309,City of Algona - (IA),IA,US,NERC_REGION,MRO
329,"Allamakee-Clayton El Coop, Inc",IA,US,NERC_REGION,MRO
343,AEP Generating Company,OH,US,NERC_REGION,RFC
367,City of Alliance- (NE),NE,US,NERC_REGION,MRO
385,City of Alma - (KS),KS,US,NERC_REGION,SSP
392,Alpena Power Co,MI,US,NERC_REGION,RFC
405,City of Alta - (IA),IA,US,NERC_REGION,MRO
406,City of Altamont - (IL),IL,US,NERC_REGION,RFC
407,Altamaha Electric Member Corp,GA,US,NERC_REGION,SERC
408,City of Altamont - (KS),KS,US,NERC_REGION,SPP
416,City of Altus - (OK),OK,US,NERC_REGION,MRO
471,Amana Society Service Co,IA,US,NERC_REGION,MRO
482,City of Alvarado - (MN),MN,US,NERC_REGION,MRO
540,BP Energy Company,TX,US,NERC_REGION,TRE
554,City of Ames - (IA),IA,US,NERC_REGION,MRO
560,City of Amherst- (OH),OH,US,NERC_REGION,RFC
562,Amicalola Electric Member Corp,GA,US,NERC_REGION,SERC
571,City of Amory,MS,US,NERC_REGION,SERC
577,City of Alcoa Utilities,TN,US,NERC_REGION,SERC
588,Anadarko Public Works Authority,OK,US,NERC_REGION,SPP
590,City of Anaheim - (CA),CA,US,NERC_REGION,WECC
599,Anchorage Municipal Light and Power,AK,US,NERC_REGION,AK
659,American Transmission Co,WI,US,NERC_REGION,
661,Village of Andover - (NY),NY,US,NERC_REGION,NPCC
669,Village of Angelica - (NY),NY,US,NERC_REGION,NPCC
689,Connexus Energy,MN,US,NERC_REGION,MRO
690,City of Bardstown - (KY),KY,US,NERC_REGION,RFC
691,City of Anoka,MN,US,NERC_REGION,MRO
694,Anza Electric Coop Inc,CA,US,NERC_REGION,WECC
695,City of Ansley - (NE),NE,US,NERC_REGION,MRO
700,City of Anthon - (IA),IA,US,NERC_REGION,MRO
701,City of Anthony - (KS),KS,US,NERC_REGION,SPP
712,Arkansas River Power Authority,CO,US,NERC_REGION,WECC
719,Town of Apex- (NC),NC,US,NERC_REGION,SERC
723,City of Aplington,IA,US,NERC_REGION,MRO
727,Appalachian Electric Coop,TN,US,NERC_REGION,SERC
737,Aguila Irrigation District,AZ,US,NERC_REGION,WECC
752,City of Arapahoe - (NE),NE,US,NERC_REGION,
765,City of Arcadia - (WI),WI,US,NERC_REGION,MRO
768,City of Arcanum - (OH),OH,US,NERC_REGION,RFC
789,Town of Argos,IN,US,NERC_REGION,RFC
792,City of Argyle - (WI),WI,US,NERC_REGION,MRO
798,Arizona Power Authority,AZ,US,NERC_REGION,WECC
807,Arkansas Electric Coop Corp,AR,US,NERC_REGION,SPP
814,Entergy Arkansas LLC,AR,US,NERC_REGION,SERC
817,Arkansas Valley Elec Coop Corp,AR,US,NERC_REGION,SERC
828,City of Arlington - (MN),MN,US,NERC_REGION,MRO
831,City of Arlington - (SD),SD,US,NERC_REGION,MRO
871,Village of Arnold - (NE),NE,US,NERC_REGION,MRO
887,"Arrowhead Electric Coop, Inc",MN,US,NERC_REGION,MRO
902,Town of Ashburnham - (MA),MA,US,NERC_REGION,NPCC
906,Town of Ashland,NH,US,NERC_REGION,NPCC
907,City of Ashland - (OR),OR,US,NERC_REGION,WECC
911,City of Ashland - (KS),KS,US,NERC_REGION,SPP
918,City of Aspen- (CO),CO,US,NERC_REGION,WECC
944,City of Athens - (AL),AL,US,NERC_REGION,SERC
947,Athens Utility Board,TN,US,NERC_REGION,SERC
963,Atlantic City Electric Co,NJ,US,NERC_REGION,RFC
965,Atlantic Municipal Utilities,IA,US,NERC_REGION,MRO
970,Homefield Energy,TX,US,NERC_REGION,RFC
993,Auburn Board of Public Works,NE,US,NERC_REGION,MRO
994,City of Auburn - (IN),IN,US,NERC_REGION,RFC
995,City of Auburn - (IA),IA,US,NERC_REGION,MRO
998,City of Augusta - (KS),KS,US,NERC_REGION,SPP
1000,City of Augusta - (AR),AR,US,NERC_REGION,SERC
1002,City of Aurelia - (IA),IA,US,NERC_REGION,MRO
1004,City of Aurora - (SD),SD,US,NERC_REGION,MRO
1015,Austin Energy,TX,US,NERC_REGION,TRE
1024,City of Ava - (MO),MO,US,NERC_REGION,SERC
1028,Town of Avilla - (IN),IN,US,NERC_REGION,RFC
1033,City of Axtell - (KS),KS,US,NERC_REGION,SPP
1046,City of Aztec - (NM),NM,US,NERC_REGION,WECC
1050,City of Azusa,CA,US,NERC_REGION,WECC
1062,BARC Electric Coop Inc,VA,US,NERC_REGION,SERC
1080,City of Badger - (SD),SD,US,NERC_REGION,MRO
1101,Bagley Public Utilities Comm,MN,US,NERC_REGION,MRO
1119,Town of Bainbridge - (IN),IN,US,NERC_REGION,RFC
1148,City of Baldwin City- (KS),KS,US,NERC_REGION,SPP
1149,Baldwin County El Member Corp,AL,US,NERC_REGION,SERC
1167,Baltimore Gas & Electric Co,MD,US,NERC_REGION,RFC
1169,Bailey County Elec Coop Assn,TX,US,NERC_REGION,SPP
1170,Bamberg Board of Public Works,SC,US,NERC_REGION,SERC
1172,Bancroft Municipal Utilities,IA,US,NERC_REGION,MRO
1175,"Bandera Electric Coop, Inc",TX,US,NERC_REGION,TRE
1179,Versant Power,ME,US,NERC_REGION,NPCC
1181,Village of Bangor - (WI),WI,US,NERC_REGION,MRO
1192,City of Banning - (CA),CA,US,NERC_REGION,WECC
1196,Village of Baraga - (MI),MI,US,NERC_REGION,MISO
1201,Barbourville Utility Comm,KY,US,NERC_REGION,RFC
1205,City of Bardwell - (KY),KY,US,NERC_REGION,RFC
1208,Town of Bargersville - (IN),IN,US,NERC_REGION,RFC
1232,City of Barnesville - (GA),GA,US,NERC_REGION,SERC
1233,City of Barnesville - (MN),MN,US,NERC_REGION,MRO
1251,Barron Electric Coop,WI,US,NERC_REGION,MRO
1273,"Bartlett Electric Coop, Inc",TX,US,NERC_REGION,TRE
1276,"Barrow Utils & Elec Coop, Inc",AK,US,NERC_REGION,AK
1278,City of Barron - (WI),WI,US,NERC_REGION,MRO
1279,Barry Electric Coop,MO,US,NERC_REGION,SERC
1283,Bartholomew County Rural E M C,IN,US,NERC_REGION,RFC
1299,"Barton Village, Inc",VT,US,NERC_REGION,NPCC
1300,City of Bartow - (FL),FL,US,NERC_REGION,FRCC
1301,"Barton County Elec Coop, Inc",MO,US,NERC_REGION,SERC
1307,Basin Electric Power Coop,ND,US,NERC_REGION,SPP
1324,City of Bastrop - (TX),TX,US,NERC_REGION,TRE
1325,City of Batavia - (IL),IL,US,NERC_REGION,RFC
1326,Village of Bartley - (NE),NE,US,NERC_REGION,MRO
1343,Bath Electric Gas & Water,NY,US,NERC_REGION,NPCC
1346,City of Battle Creek- (NE),NE,US,NERC_REGION,SPP
1353,City of Baudette - (MN),MN,US,NERC_REGION,MRO
1366,City of Bay City - (MI),MI,US,NERC_REGION,RFC
1367,"Bayfield Electric Coop, Inc",WI,US,NERC_REGION,MRO
1374,City of Bayard - (NE),NE,US,NERC_REGION,MRO
1386,Village of Beach City - (OH),OH,US,NERC_REGION,RFC
1387,City of Benham,KY,US,NERC_REGION,RFC
1417,"Beartooth Electric Coop, Inc",MT,US,NERC_REGION,WECC
1427,City of Beatrice - (NE),NE,US,NERC_REGION,SPP
1434,Beaver City Corporation,UT,US,NERC_REGION,WECC
1435,City of Beaver City - (NE),NE,US,NERC_REGION,MRO
1456,Town of Bedford - (VA),VA,US,NERC_REGION,RFC
1458,"Beauregard Electric Coop, Inc",LA,US,NERC_REGION,SERC
1494,Town of Belhaven - (NC),NC,US,NERC_REGION,SERC
1512,City of Belleville - (KS),KS,US,NERC_REGION,MRO
1515,City of Bellevue - (IA),IA,US,NERC_REGION,MRO
1519,City of Bellville - (TX),TX,US,NERC_REGION,TRE ERCOT
1522,Village of Belmont - (WI),WI,US,NERC_REGION,
1523,Town of Belmont - (MA),MA,US,NERC_REGION,NPCC
1525,City of Beloit - (KS),KS,US,NERC_REGION,SPP
1554,City of Benkelman - (NE),NE,US,NERC_REGION,MRO
1566,City of Bennettsville - (SC),SC,US,NERC_REGION,SERC
1571,Town of Benson - (NC),NC,US,NERC_REGION,SERC
1572,Badger Power Marketing Authority,WI,US,NERC_REGION,RFC
1573,City of Benson - (MN),MN,US,NERC_REGION,MRO
1579,PUD No 1 of Benton County,WA,US,NERC_REGION,WECC
1581,City of Benton - (AR),AR,US,NERC_REGION,SERC
1582,City of Benton - (KY),KY,US,NERC_REGION,SERC
1585,Village of Benton - (WI),WI,US,NERC_REGION,RFC
1586,City of Bentonville - (AR),AR,US,NERC_REGION,SPP
1601,City of Beresford,SD,US,NERC_REGION,MRO
1604,Village of Bergen - (NY),NY,US,NERC_REGION,NPCC
1611,"Messer Energy Services, Inc.",NJ,US,NERC_REGION,RFC
1613,Berkeley Electric Coop Inc,SC,US,NERC_REGION,SERC
1615,Town of Berlin - (MD),MD,US,NERC_REGION,RFC
1618,Borough of Berlin - (PA),PA,US,NERC_REGION,RFC
1625,Benton Rural Electric Assn,WA,US,NERC_REGION,WECC
1640,City of Bessemer Utilities,AL,US,NERC_REGION,SERC
1647,City of Bethany - (MO),MO,US,NERC_REGION,RFC
1648,Village of Bethany - (IL),IL,US,NERC_REGION,RFC
1650,Village of Bethel - (OH),OH,US,NERC_REGION,RFC
1671,Big Flat Electric Coop Inc,MT,US,NERC_REGION,WECC
1675,Big Horn Rural Electric Co,WY,US,NERC_REGION,WECC
1677,Village of Bloomdale - (OH),OH,US,NERC_REGION,RFC
1683,"Big Horn County Elec Coop, Inc",MT,US,NERC_REGION,WECC
1692,Big Rivers Electric Corp,KY,US,NERC_REGION,SERC
1698,City of Big Stone City - (SD),SD,US,NERC_REGION,MRO
1708,Big Sandy Rural Elec Coop Corp,KY,US,NERC_REGION,RFC
1723,"Big Bend Electric Coop, Inc",WA,US,NERC_REGION,WECC
1726,City of Blue Mound - (KS),KS,US,NERC_REGION,SPP
1736,Blachly-Lane County Coop El Assn,OR,US,NERC_REGION,WECC
1738,Bonneville Power Administration,OR,US,NERC_REGION,WECC
1763,"Black River Electric Coop, Inc - (SC)",SC,US,NERC_REGION,SERC
1764,Black Diamond Power Co,WV,US,NERC_REGION,RFC
1765,Village of Black Earth - (WI),WI,US,NERC_REGION,RFC
1769,"Black Hills Electric Coop, Inc",SD,US,NERC_REGION,WECC
1775,Black River Electric Coop - (MO),MO,US,NERC_REGION,SERC
1776,City of Black River Falls,WI,US,NERC_REGION,MISO
1779,Town of Basin - (WY),WY,US,NERC_REGION,WECC
1780,Black Warrior Elec Member Corp,AL,US,NERC_REGION,SERC
1795,Town of Blackstone - (VA),VA,US,NERC_REGION,SERC
1800,City of Blackwell - (OK),OK,US,NERC_REGION,MRO
1823,Borough of Blakely - (PA),PA,US,NERC_REGION,RFC
1826,City of Blakely - (GA),GA,US,NERC_REGION,SERC
1839,City of Blanding - (UT),UT,US,NERC_REGION,WECC
1871,City of Blooming Prairie - (MN),MN,US,NERC_REGION,MRO
1876,City of Blountstown - (FL),FL,US,NERC_REGION,SERC
1883,Blue Earth Light & Water,MN,US,NERC_REGION,MRO
1884,BENCO Electric Cooperative,MN,US,NERC_REGION,MRO
1886,Blue Grass Energy Coop Corp,KY,US,NERC_REGION,RFC
1889,Blue Ridge Elec Member Corp - (NC),NC,US,NERC_REGION,SERC
1890,Blue Ridge Electric Coop Inc - (SC),SC,US,NERC_REGION,SERC
1892,"Bluebonnet Electric Coop, Inc",TX,US,NERC_REGION,TRE
1896,City of Bluffton - (IN),IN,US,NERC_REGION,RFC
1898,"Bon Homme Yankton El Assn, Inc",SD,US,NERC_REGION,MRO
1913,City of Boerne,TX,US,NERC_REGION,TRE
1936,Bolivar Energy Authority,TN,US,NERC_REGION,SERC
1955,City of Bridgeport Utilities - (NE),NE,US,NERC_REGION,MRO
1956,City of Bonners Ferry,ID,US,NERC_REGION,WECC
1968,Boone Valley Electric Coop,IA,US,NERC_REGION,MRO
1970,Village of Boonville - (NY),NY,US,NERC_REGION,NPCC
1987,Town of Bostic - (NC),NC,US,NERC_REGION,SERC
1997,City of Boscobel - (WI),WI,US,NERC_REGION,MISO
2001,Boone Electric Coop,MO,US,NERC_REGION,SERC
2008,City of Boulder City - (NV),NV,US,NERC_REGION,WECC
2010,City of Bountiful,UT,US,NERC_REGION,WECC
2054,City of Bowling Green - (OH),OH,US,NERC_REGION,RFC
2064,Town of Boyce,LA,US,NERC_REGION,SPP
2086,Town of Boylston - (MA),MA,US,NERC_REGION,NPCC
2128,Village of Bradner - (OH),OH,US,NERC_REGION,RFC
2135,City of Brady - (TX),TX,US,NERC_REGION,TRE
2138,Brainerd Public Utilities,MN,US,NERC_REGION,MRO
2144,Town of Braintree - (MA),MA,US,NERC_REGION,NPCC
2152,Powerex Corporation,CN,US,NERC_REGION,WECC
2172,Brazos Electric Power Coop Inc,TX,US,NERC_REGION,TRE
2182,City of Breckenridge- (MN),MN,US,NERC_REGION,MRO
2183,City of Breda - (IA),IA,US,NERC_REGION,MRO
2188,City of Breese - (IL),IL,US,NERC_REGION,RFC
2192,Bremen Electric Light & Power Co,IN,US,NERC_REGION,RFC
2194,City of Brenham - (TX),TX,US,NERC_REGION,TRE
2206,City of Brewster - (MN),MN,US,NERC_REGION,MRO
2210,City of Bridgeport - (TX),TX,US,NERC_REGION,TRE
2212,"Broad River Electric Coop, Inc",SC,US,NERC_REGION,SERC
2215,"Bridger Valley Elec Assn, Inc",WY,US,NERC_REGION,WECC
2220,Brigham City Corporation,UT,US,NERC_REGION,WECC
2236,Town of Brinson - (GA),GA,US,NERC_REGION,SERC
2247,City of Bristol - (TN),TN,US,NERC_REGION,SERC
2248,Bristol Virginia Utilities,VA,US,NERC_REGION,SERC
2268,Town of Braman - (OK),OK,US,NERC_REGION,SPP
2270,City of Bronson,KS,US,NERC_REGION,SPP
2272,Village of Brocton - (NY),NY,US,NERC_REGION,NPCC
2273,Brodhead Water & Lighting Comm,WI,US,NERC_REGION,MISO
2277,City of Broken Bow - (NE),NE,US,NERC_REGION,MRO
2285,City of Brookings - (SD),SD,US,NERC_REGION,MRO
2287,City of Brooklyn - (IA),IA,US,NERC_REGION,MRO
2304,Town of Brookston - (IN),IN,US,NERC_REGION,RFC
2316,Brown County Rural Elec Assn,MN,US,NERC_REGION,MRO
2354,Brown-Atchison E C A Inc,KS,US,NERC_REGION,SPP
2394,Burke-Divide Electric Coop Inc,ND,US,NERC_REGION,MRO
2409,Brownsville Public Utilities Board,TX,US,NERC_REGION,TRE
2412,City of Brownton - (MN),MN,US,NERC_REGION,MRO
2423,City of Brundidge - (AL),AL,US,NERC_REGION,SERC
2439,City of Bryan - (OH),OH,US,NERC_REGION,RFC
2442,City of Bryan - (TX),TX,US,NERC_REGION,TRE
2448,City of Bryant - (SD),SD,US,NERC_REGION,MRO
2469,Buckeye Water C&D District,AZ,US,NERC_REGION,WECC
2481,Cargill Power Markets LLC,MN,US,NERC_REGION,MRO
2485,City of Buffalo - (MN),MN,US,NERC_REGION,MRO
2487,City of Buford,GA,US,NERC_REGION,SERC
2491,City of Buhl - (MN),MN,US,NERC_REGION,MRO
2502,"Buckeye Rural Elec Coop, Inc",OH,US,NERC_REGION,RFC
2507,City of Burbank Water and Power,CA,US,NERC_REGION,WECC
2534,City of Burke - (SD),SD,US,NERC_REGION,MRO
2545,City of Burley - (ID),ID,US,NERC_REGION,WECC
2547,City of Burlingame - (KS),KS,US,NERC_REGION,SPP
2550,City of Burlington - (CO),CO,US,NERC_REGION,WECC
2551,City of Burlington - (KS),KS,US,NERC_REGION,SPP
2559,City of Burnet - (TX),TX,US,NERC_REGION,TRE
2600,City of Burt,IA,US,NERC_REGION,MRO
2609,City of Burwell - (NE),NE,US,NERC_REGION,MRO
2633,City of Bushnell - (FL),FL,US,NERC_REGION,FRCC
2634,City of Bushnell - (IL),IL,US,NERC_REGION,RFC
2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,US,NERC_REGION,SPP
2643,Butler Public Power District - (NE),NE,US,NERC_REGION,MRO
2647,City of Butler - (MO),MO,US,NERC_REGION,SPP
2650,Borough of Butler - (NJ),NJ,US,NERC_REGION,RFC
2651,Butler Rural Electric Coop Inc - (OH),OH,US,NERC_REGION,RFC
2652,Butler County Rural Elec Coop - (IA),IA,US,NERC_REGION,MRO
2655,"Butte Electric Coop, Inc",SD,US,NERC_REGION,MRO
2678,C & L Electric Coop Corp,AR,US,NERC_REGION,SPP
2726,City of Cabool - (MO),MO,US,NERC_REGION,SERC
2759,Village of Cadott - (WI),WI,US,NERC_REGION,MRO
2773,City of Cairo - (GA),GA,US,NERC_REGION,SERC
2774,CMS Electric Coop Inc,KS,US,NERC_REGION,SPP
2776,Cairo Public Utility Company,IL,US,NERC_REGION,RFC
2800,City of Caldwell,TX,US,NERC_REGION,SERC
2809,City of Callender - (IA),IA,US,NERC_REGION,MRO
2810,City of Caledonia - (MN),MN,US,NERC_REGION,MRO
2812,City of Calhoun - (GA),GA,US,NERC_REGION,SERC
2830,Calpine Power America LLC,TX,US,NERC_REGION,TRE
2851,City of California - (MO),MO,US,NERC_REGION,RFC
2857,Calpine Energy Services LP,TX,US,NERC_REGION,
2888,City of Cambridge - (NE),NE,US,NERC_REGION,MRO
2890,City of Camden,SC,US,NERC_REGION,SERC
2900,City of Cameron,MO,US,NERC_REGION,SERC
2910,City of Camilla,GA,US,NERC_REGION,SERC
2911,"Canadian Valley Elec Coop, Inc",OK,US,NERC_REGION,SPP
2931,Village of Campbell - (NE),NE,US,NERC_REGION,MRO
2955,Canby Utility Board,OR,US,NERC_REGION,WECC
2960,"Caney Fork Electric Coop, Inc",TN,US,NERC_REGION,SERC
2961,"Caney Valley El Coop Assn, Inc",KS,US,NERC_REGION,SPP
2964,Cannelton Utilities,IN,US,NERC_REGION,RFC
2974,Canton Municipal Utilities,MS,US,NERC_REGION,SERC
2985,"Capital Electric Coop, Inc",ND,US,NERC_REGION,MRO
2986,"Cam Wal Electric Coop, Inc",SD,US,NERC_REGION,MRO
2998,"Carbon Power & Light, Inc",WY,US,NERC_REGION,WECC
3008,Village of Carey - (OH),OH,US,NERC_REGION,RFC
3029,City of Carlisle- (IA),IA,US,NERC_REGION,MRO
3037,City of Carlyle - (IL),IL,US,NERC_REGION,RFC
3040,City of Carmi - (IL),IL,US,NERC_REGION,RFC
3076,"Carroll Electric Coop, Inc - (OH)",OH,US,NERC_REGION,RFC
3081,Carroll Electric Member Corp - (GA),GA,US,NERC_REGION,SERC
3093,Carroll Electric Coop Corp - (AR),AR,US,NERC_REGION,SPP
3107,Carteret-Craven El Member Corp,NC,US,NERC_REGION,SERC
3108,City of Cartersville - (GA),GA,US,NERC_REGION,SERC
3111,Cass Electric Coop,IA,US,NERC_REGION,MRO
3113,City of Carthage - (MO),MO,US,NERC_REGION,SPP
3136,City of Cascade Locks - (OR),OR,US,NERC_REGION,WECC
3137,Cascade Municipal Utilities,IA,US,NERC_REGION,MRO
3153,City of Casey - (IL),IL,US,NERC_REGION,RFC
3164,Village of Castile - (NY),NY,US,NERC_REGION,NPCC
3168,City of Castroville - (TX),TX,US,NERC_REGION,TRE
3170,Borough of Catawissa,PA,US,NERC_REGION,RFC
3186,City of Cavalier - (ND),ND,US,NERC_REGION,MRO
3191,City of Cawker City - (KS),KS,US,NERC_REGION,SPP
3205,Cedar-Knox Public Power Dist,NE,US,NERC_REGION,MRO
3208,Cedarburg Light & Water Comm,WI,US,NERC_REGION,MISO
3216,City of Celina - (OH),OH,US,NERC_REGION,RFC
3222,Central Alabama Electric Coop,AL,US,NERC_REGION,SERC
3226,"Central Rural Electric Cooperative, Inc",OK,US,NERC_REGION,
3227,City of Center - (CO),CO,US,NERC_REGION,WECC
3230,Town of Centerville - (IN),IN,US,NERC_REGION,RFC
3235,City of Central City,NE,US,NERC_REGION,MRO
3236,"Central Electric Coop, Inc - (SD)",SD,US,NERC_REGION,MRO
3240,Central Electric Coop Inc - (OR),OR,US,NERC_REGION,
3242,Central Electric Power Coop - (MO),MO,US,NERC_REGION,SERC
3245,"Central Florida Elec Coop, Inc",FL,US,NERC_REGION,FRCC
3248,Central Georgia El Member Corp,GA,US,NERC_REGION,SERC
3250,Central Electric Membership Corp. - (NC),NC,US,NERC_REGION,SERC
3255,California Dept. of Water Resources,CA,US,NERC_REGION,WECC
3258,Central Iowa Power Cooperative,IA,US,NERC_REGION,MRO
3264,Central Lincoln People's Ut Dt,OR,US,NERC_REGION,WECC
3265,Cleco Power LLC,LA,US,NERC_REGION,SPP
3271,Central Nebraska Pub P&I Dist,NE,US,NERC_REGION,MRO
3273,"Central New Mexico El Coop, Inc",NM,US,NERC_REGION,WECC
3278,AEP Texas Central Company,OK,US,NERC_REGION,TRE
3279,"Central Power Elec Coop, Inc",ND,US,NERC_REGION,MRO
3282,"Central Texas Elec Coop, Inc",TX,US,NERC_REGION,
3287,"Central Valley Elec Coop, Inc",NM,US,NERC_REGION,SPP
3291,Central Virginia Electric Coop,VA,US,NERC_REGION,SERC
3293,Central Wisconsin Elec Coop,WI,US,NERC_REGION,MRO
3295,City of Centralia - (WA),WA,US,NERC_REGION,WECC
3296,City of Centralia - (MO),MO,US,NERC_REGION,SERC
3314,"Chariton Valley Elec Coop, Inc",IA,US,NERC_REGION,SERC
3315,"Charles Mix Electric Assn, Inc",SD,US,NERC_REGION,MRO
3323,Town of Chalmers - (IN),IN,US,NERC_REGION,RFC
3329,Borough of Chambersburg,PA,US,NERC_REGION,RFC
3355,City of Chanute,KS,US,NERC_REGION,SPP
3356,City of Ceylon - (MN),MN,US,NERC_REGION,MRO
3366,City of Chapman - (KS),KS,US,NERC_REGION,SPP
3373,City of Chappell - (NE),NE,US,NERC_REGION,MRO
3384,City of Charlevoix - (MI),MI,US,NERC_REGION,
3400,City of Chaska - (MN),MN,US,NERC_REGION,MRO
3405,Village of Chatham - (IL),IL,US,NERC_REGION,MRO
3413,PUD No 1 of Chelan County,WA,US,NERC_REGION,WECC
3415,Village of Chelsea - (MI),MI,US,NERC_REGION,RFC
3420,City of Cheney - (WA),WA,US,NERC_REGION,WECC
3421,City of Chignik - (AK),AK,US,NERC_REGION,AK
3435,"Cherry-Todd Electric Coop, Inc",SD,US,NERC_REGION,MRO
3436,Cherryland Electric Coop Inc,MI,US,NERC_REGION,RFC
3437,City of Cherryville - (NC),NC,US,NERC_REGION,SERC
3445,Village of Chester - (NE),NE,US,NERC_REGION,MRO
3447,Town of Chester,MA,US,NERC_REGION,NPCC
3454,City of Chetopa - (KS),KS,US,NERC_REGION,SPP
3459,City of Chewelah,WA,US,NERC_REGION,WECC
3461,Cheyenne Light Fuel & Power d/b/a Black,SD,US,NERC_REGION,WECC
3465,Chitina Electric Inc,AK,US,NERC_REGION,AK
3470,Cherokee County Elec Coop Assn,TX,US,NERC_REGION,TRE
3475,City of Chickamauga,GA,US,NERC_REGION,SERC
3477,City of Chicopee - (MA),MA,US,NERC_REGION,NPCC
3478,Cimarron Electric Coop,OK,US,NERC_REGION,SPP
3486,Chillicothe Municipal Utils,MO,US,NERC_REGION,SPP
3498,Chippewa Valley Electric Coop,WI,US,NERC_REGION,MRO
3502,"Choctawhatche Elec Coop, Inc",FL,US,NERC_REGION,SERC
3519,Central Minnesota Municipal Power Agency,MN,US,NERC_REGION,MRO
3522,Chugach Electric Assn Inc,AK,US,NERC_REGION,AK
3525,Village of Churchville - (NY),NY,US,NERC_REGION,NPCC
3527,Choctaw Electric Coop Inc,OK,US,NERC_REGION,SPP
3535,City of Cimarron - (KS),KS,US,NERC_REGION,SPP
3597,Citizens Electric Co - (PA),PA,US,NERC_REGION,RFC
3600,Citizens Electric Corporation - (MO),MO,US,NERC_REGION,SERC
3601,Boston Energy Trading and Marketing LLC,MA,US,NERC_REGION,
3633,City of McLaughlin - (SD),SD,US,NERC_REGION,MRO
3634,City of Nixa - (MO),MO,US,NERC_REGION,SPP
3641,"Claiborne Electric Coop, Inc",LA,US,NERC_REGION,SERC
3644,PUD No 1 of Clallam County,WA,US,NERC_REGION,WECC
3647,City of Claremore,OK,US,NERC_REGION,SPP
3660,PUD No 1 of Clark County - (WA),WA,US,NERC_REGION,WECC
3701,Clark Electric Coop - (WI),WI,US,NERC_REGION,MRO
3702,Clarksdale Public Utilities,MS,US,NERC_REGION,SERC
3705,Clarksville Light & Water Co,AR,US,NERC_REGION,SPP
3710,City of Clay Center - (KS),KS,US,NERC_REGION,SPP
3712,Clay County Electric Coop Corp,AR,US,NERC_REGION,SERC
3716,Clay-Union Electric Corp,SD,US,NERC_REGION,MRO
3722,Clarke Electric Coop Inc - (IA),IA,US,NERC_REGION,
3726,Clay Electric Coop Inc,IL,US,NERC_REGION,RFC
3731,Town of Clayton,NC,US,NERC_REGION,SERC
3732,Town of Clayton,DE,US,NERC_REGION,RFC
3735,City of Colman - (SD),SD,US,NERC_REGION,MRO
3739,Clearwater Power Company,ID,US,NERC_REGION,WECC
3755,Cleveland Electric Illum Co,OH,US,NERC_REGION,RFC
3757,"Clay Electric Cooperative, Inc",FL,US,NERC_REGION,FRCC
3762,City of Cleveland - (OH),OH,US,NERC_REGION,RFC
3764,Clearwater-Polk Elec Coop Inc,MN,US,NERC_REGION,MRO
3774,City of Clewiston,FL,US,NERC_REGION,FRCC
3806,"Clinton County Elec Coop, Inc",IL,US,NERC_REGION,RFC
